"","CustomerLifetimeValue","Response","Coverage","Income","MonthlyPremiumAuto","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberofPolicies","Policy","RenewOfferType","TotalClaimAmount","VehicleClass","VehicleSize"
"1",0.0119039148649617,1,1,0.23380442284034,78,19,18,1,5,1,0.129375317540514,0,1
"2",0.020121293715782,0,1,0.282533681399466,90,25,89,1,5,1,0.219238192030518,0,2
"3",0.0375796049768977,0,0,0.228463408047529,65,20,53,9,4,0,0.161727702247631,0,1
"4",0.00430373648163224,1,0,0.249147337994219,63,7,63,1,0,0,0.12020107265638,0,1
"5",0.068888967614394,1,0,0.609315769996299,64,10,61,2,5,1,0.0798795859864361,5,1
"6",0.0595023381800159,0,0,0,61,2,76,2,2,1,0.101170674462514,5,2
"7",0.0349719341675121,0,0,0,63,23,88,3,4,0,0.180854814715644,0,1
"8",0.189009490428484,0,2,0,158,3,10,2,8,2,0.262103049672278,4,2
"9",0.0168371665671796,0,1,0.261449675438333,84,23,37,1,5,3,0.139329897450396,5,2
"10",0.0913492468921371,0,2,0.701903361638711,115,12,34,8,3,0,0.0779148629928475,0,1
"11",0.023406307040579,0,0,0.203288624838719,100,4,6,1,5,0,0.230958338700151,3,1
"12",0.0255965324930449,0,0,0,113,14,77,1,5,2,0.18744370034816,4,1
"13",0.0216287888086623,0,0,0,106,34,39,1,4,1,0.263762146323925,4,1
"14",0.0334332583071527,0,1,0,130,11,0,1,4,2,0.323489625783219,4,1
"15",0.0822570386943175,0,0,0.942599093827827,71,35,7,2,3,0,0.0142165493065304,0,1
"16",0.0259918175748371,1,1,0.373911043098189,99,9,17,1,5,1,0.164216347225102,0,1
"17",0.00463426825292953,0,0,0,64,11,85,1,5,3,0.229022452880239,0,1
"18",0.0253983610268238,0,0,0.724527660255449,100,5,22,1,4,1,0.165875443876749,4,1
"19",0.0169777012486512,0,1,0.633090287154559,82,1,33,1,5,1,0.0869842709421439,0,1
"20",0.0187402028350932,0,1,0.299636931016893,90,8,77,1,5,3,0.149284477360278,0,1
"21",0.0546436616082225,0,1,0.422670307358398,81,1,15,3,4,1,0.182985902589041,5,2
"22",0.0740993384109155,0,0,0.23773516968224,69,18,14,2,4,0,0.16245266215747,0,1
"23",0.231723813387204,0,0,0,73,9,28,2,5,2,0.121079834282278,5,1
"24",0.00571415110072644,0,0,0.278442904151789,65,20,54,1,3,2,0.107807061069102,5,2
"25",0.0342447739455372,1,0,0.581000390074114,118,31,83,1,0,0,0.195739183606396,4,1
